id	label	model
472642	None	advanced-banglabert
422182	Political Hate	advanced-banglabert
167774	None	advanced-banglabert
469295	None	advanced-banglabert
648017	None	advanced-banglabert
924632	Abusive	advanced-banglabert
908795	Abusive	advanced-banglabert
845556	Profane	advanced-banglabert
519031	Abusive	advanced-banglabert
380666	None	advanced-banglabert
307046	Profane	advanced-banglabert
845529	Political Hate	advanced-banglabert
324559	None	advanced-banglabert
525749	None	advanced-banglabert
92238	Political Hate	advanced-banglabert
284797	None	advanced-banglabert
915536	Profane	advanced-banglabert
209898	Political Hate	advanced-banglabert
102783	None	advanced-banglabert
472865	Abusive	advanced-banglabert
19842	None	advanced-banglabert
702088	None	advanced-banglabert
280461	None	advanced-banglabert
176045	Political Hate	advanced-banglabert
680801	None	advanced-banglabert
597550	Political Hate	advanced-banglabert
419753	None	advanced-banglabert
269165	None	advanced-banglabert
373417	None	advanced-banglabert
776860	None	advanced-banglabert
781111	Political Hate	advanced-banglabert
218023	None	advanced-banglabert
338326	None	advanced-banglabert
418672	Political Hate	advanced-banglabert
530176	None	advanced-banglabert
758328	None	advanced-banglabert
295984	None	advanced-banglabert
479955	Profane	advanced-banglabert
731973	None	advanced-banglabert
269508	Abusive	advanced-banglabert
442710	Abusive	advanced-banglabert
371016	Abusive	advanced-banglabert
218617	Profane	advanced-banglabert
335944	None	advanced-banglabert
27668	None	advanced-banglabert
471568	None	advanced-banglabert
302569	Abusive	advanced-banglabert
743492	None	advanced-banglabert
378993	Profane	advanced-banglabert
843171	None	advanced-banglabert
45677	None	advanced-banglabert
449888	Abusive	advanced-banglabert
491889	None	advanced-banglabert
599393	Political Hate	advanced-banglabert
63960	Political Hate	advanced-banglabert
77576	None	advanced-banglabert
864290	None	advanced-banglabert
667249	Abusive	advanced-banglabert
406574	None	advanced-banglabert
132949	None	advanced-banglabert
642228	None	advanced-banglabert
836008	Political Hate	advanced-banglabert
51310	Profane	advanced-banglabert
927386	None	advanced-banglabert
448323	None	advanced-banglabert
614076	None	advanced-banglabert
669977	None	advanced-banglabert
891884	None	advanced-banglabert
540820	None	advanced-banglabert
293597	Political Hate	advanced-banglabert
822939	None	advanced-banglabert
521187	None	advanced-banglabert
830291	None	advanced-banglabert
361165	Abusive	advanced-banglabert
136373	None	advanced-banglabert
656537	None	advanced-banglabert
660656	None	advanced-banglabert
751760	None	advanced-banglabert
414299	None	advanced-banglabert
682720	None	advanced-banglabert
723687	Abusive	advanced-banglabert
527400	None	advanced-banglabert
411219	None	advanced-banglabert
849243	Profane	advanced-banglabert
223449	None	advanced-banglabert
152399	Political Hate	advanced-banglabert
789131	None	advanced-banglabert
187056	None	advanced-banglabert
292423	Abusive	advanced-banglabert
555220	None	advanced-banglabert
637099	None	advanced-banglabert
670462	Political Hate	advanced-banglabert
419971	None	advanced-banglabert
869288	None	advanced-banglabert
302421	Political Hate	advanced-banglabert
254022	None	advanced-banglabert
594398	Abusive	advanced-banglabert
104665	Abusive	advanced-banglabert
919421	None	advanced-banglabert
653278	Abusive	advanced-banglabert
770050	None	advanced-banglabert
227106	Political Hate	advanced-banglabert
102608	Abusive	advanced-banglabert
870788	None	advanced-banglabert
128649	Profane	advanced-banglabert
896415	None	advanced-banglabert
914602	None	advanced-banglabert
305285	Profane	advanced-banglabert
328147	None	advanced-banglabert
92915	None	advanced-banglabert
366920	None	advanced-banglabert
190315	Abusive	advanced-banglabert
379924	None	advanced-banglabert
143947	None	advanced-banglabert
926857	None	advanced-banglabert
745895	None	advanced-banglabert
836498	Abusive	advanced-banglabert
53080	Abusive	advanced-banglabert
616442	Political Hate	advanced-banglabert
631642	Profane	advanced-banglabert
916651	None	advanced-banglabert
486345	Profane	advanced-banglabert
745176	None	advanced-banglabert
90644	Abusive	advanced-banglabert
298787	Abusive	advanced-banglabert
380874	None	advanced-banglabert
871451	None	advanced-banglabert
752914	None	advanced-banglabert
422502	Abusive	advanced-banglabert
280852	Abusive	advanced-banglabert
483679	None	advanced-banglabert
283665	Profane	advanced-banglabert
585560	None	advanced-banglabert
156055	Abusive	advanced-banglabert
383453	Religious Hate	advanced-banglabert
586400	Profane	advanced-banglabert
249699	None	advanced-banglabert
851596	Political Hate	advanced-banglabert
131562	None	advanced-banglabert
764762	Sexism	advanced-banglabert
534742	Abusive	advanced-banglabert
692230	Abusive	advanced-banglabert
393994	Profane	advanced-banglabert
701174	None	advanced-banglabert
840073	Profane	advanced-banglabert
74757	None	advanced-banglabert
914428	None	advanced-banglabert
320894	Political Hate	advanced-banglabert
284673	None	advanced-banglabert
449881	None	advanced-banglabert
211343	Profane	advanced-banglabert
211066	Political Hate	advanced-banglabert
187458	Political Hate	advanced-banglabert
570102	Abusive	advanced-banglabert
811049	None	advanced-banglabert
240161	None	advanced-banglabert
497310	None	advanced-banglabert
215198	Abusive	advanced-banglabert
818057	Political Hate	advanced-banglabert
779145	None	advanced-banglabert
831841	Political Hate	advanced-banglabert
775071	None	advanced-banglabert
48809	None	advanced-banglabert
11129	None	advanced-banglabert
831006	Political Hate	advanced-banglabert
222405	Abusive	advanced-banglabert
828442	None	advanced-banglabert
620497	None	advanced-banglabert
655608	None	advanced-banglabert
733277	None	advanced-banglabert
925704	None	advanced-banglabert
249353	None	advanced-banglabert
20836	None	advanced-banglabert
823677	Political Hate	advanced-banglabert
641234	None	advanced-banglabert
701021	None	advanced-banglabert
324049	None	advanced-banglabert
636242	Religious Hate	advanced-banglabert
535520	None	advanced-banglabert
182095	Political Hate	advanced-banglabert
88739	Abusive	advanced-banglabert
305977	None	advanced-banglabert
872926	Profane	advanced-banglabert
176547	Abusive	advanced-banglabert
670585	Abusive	advanced-banglabert
530944	None	advanced-banglabert
299351	Abusive	advanced-banglabert
149035	None	advanced-banglabert
437827	None	advanced-banglabert
690718	None	advanced-banglabert
416597	None	advanced-banglabert
105662	Abusive	advanced-banglabert
275891	Abusive	advanced-banglabert
295149	Abusive	advanced-banglabert
42415	Abusive	advanced-banglabert
740041	Abusive	advanced-banglabert
741837	None	advanced-banglabert
837996	None	advanced-banglabert
48741	None	advanced-banglabert
4902	None	advanced-banglabert
284731	None	advanced-banglabert
850921	Abusive	advanced-banglabert
112526	None	advanced-banglabert
611789	Political Hate	advanced-banglabert
866124	None	advanced-banglabert
181154	Political Hate	advanced-banglabert
198375	Political Hate	advanced-banglabert
81133	None	advanced-banglabert
341265	Abusive	advanced-banglabert
674432	Abusive	advanced-banglabert
688572	Abusive	advanced-banglabert
35907	Political Hate	advanced-banglabert
800085	Abusive	advanced-banglabert
119217	Political Hate	advanced-banglabert
249685	Political Hate	advanced-banglabert
270683	None	advanced-banglabert
28640	None	advanced-banglabert
836007	Profane	advanced-banglabert
78034	None	advanced-banglabert
852862	None	advanced-banglabert
784170	Abusive	advanced-banglabert
107800	Political Hate	advanced-banglabert
805368	Political Hate	advanced-banglabert
257847	None	advanced-banglabert
633654	Profane	advanced-banglabert
151092	None	advanced-banglabert
180602	None	advanced-banglabert
226971	Political Hate	advanced-banglabert
175673	None	advanced-banglabert
497577	None	advanced-banglabert
195305	Political Hate	advanced-banglabert
839277	None	advanced-banglabert
857374	None	advanced-banglabert
613198	None	advanced-banglabert
419028	None	advanced-banglabert
670337	Political Hate	advanced-banglabert
479888	Abusive	advanced-banglabert
21072	None	advanced-banglabert
122859	Abusive	advanced-banglabert
897180	Abusive	advanced-banglabert
142564	None	advanced-banglabert
543066	None	advanced-banglabert
437730	None	advanced-banglabert
413800	Abusive	advanced-banglabert
616078	None	advanced-banglabert
714414	None	advanced-banglabert
922905	None	advanced-banglabert
343726	None	advanced-banglabert
560139	Political Hate	advanced-banglabert
45257	Religious Hate	advanced-banglabert
597187	Abusive	advanced-banglabert
201136	Political Hate	advanced-banglabert
803456	None	advanced-banglabert
607349	Profane	advanced-banglabert
796350	Political Hate	advanced-banglabert
258036	None	advanced-banglabert
160540	None	advanced-banglabert
499777	Abusive	advanced-banglabert
232047	None	advanced-banglabert
621416	Political Hate	advanced-banglabert
153167	None	advanced-banglabert
65432	Political Hate	advanced-banglabert
145133	Abusive	advanced-banglabert
382318	None	advanced-banglabert
595893	None	advanced-banglabert
215867	None	advanced-banglabert
445237	None	advanced-banglabert
876336	None	advanced-banglabert
553452	Political Hate	advanced-banglabert
651412	Political Hate	advanced-banglabert
281100	None	advanced-banglabert
357890	Profane	advanced-banglabert
601539	None	advanced-banglabert
138517	None	advanced-banglabert
651601	None	advanced-banglabert
284511	Political Hate	advanced-banglabert
505928	Abusive	advanced-banglabert
78827	Political Hate	advanced-banglabert
244982	None	advanced-banglabert
438896	Abusive	advanced-banglabert
725849	None	advanced-banglabert
161928	Political Hate	advanced-banglabert
163305	Abusive	advanced-banglabert
181899	Political Hate	advanced-banglabert
500567	None	advanced-banglabert
21173	Religious Hate	advanced-banglabert
796157	Abusive	advanced-banglabert
48323	None	advanced-banglabert
284646	Political Hate	advanced-banglabert
750318	Abusive	advanced-banglabert
138857	None	advanced-banglabert
37272	Political Hate	advanced-banglabert
594647	None	advanced-banglabert
312348	Profane	advanced-banglabert
569054	Abusive	advanced-banglabert
827488	Political Hate	advanced-banglabert
335990	Abusive	advanced-banglabert
209955	Profane	advanced-banglabert
476205	None	advanced-banglabert
466310	None	advanced-banglabert
535877	Profane	advanced-banglabert
342077	None	advanced-banglabert
243679	Political Hate	advanced-banglabert
683309	Profane	advanced-banglabert
566265	Political Hate	advanced-banglabert
240365	None	advanced-banglabert
598601	Abusive	advanced-banglabert
644014	None	advanced-banglabert
591119	None	advanced-banglabert
804933	None	advanced-banglabert
659381	Political Hate	advanced-banglabert
147080	None	advanced-banglabert
479388	None	advanced-banglabert
451506	Political Hate	advanced-banglabert
787168	None	advanced-banglabert
176920	None	advanced-banglabert
178612	None	advanced-banglabert
372222	None	advanced-banglabert
439641	Abusive	advanced-banglabert
35114	None	advanced-banglabert
150726	Abusive	advanced-banglabert
65573	Political Hate	advanced-banglabert
233947	Political Hate	advanced-banglabert
533781	Profane	advanced-banglabert
146229	Abusive	advanced-banglabert
705033	None	advanced-banglabert
376571	None	advanced-banglabert
389616	Abusive	advanced-banglabert
271796	Political Hate	advanced-banglabert
593797	Profane	advanced-banglabert
519084	None	advanced-banglabert
773377	Political Hate	advanced-banglabert
770651	Abusive	advanced-banglabert
159343	None	advanced-banglabert
640870	Abusive	advanced-banglabert
599909	Political Hate	advanced-banglabert
150138	None	advanced-banglabert
26273	Political Hate	advanced-banglabert
874248	None	advanced-banglabert
463777	Profane	advanced-banglabert
289008	Abusive	advanced-banglabert
901146	None	advanced-banglabert
213013	None	advanced-banglabert
152657	None	advanced-banglabert
242616	None	advanced-banglabert
776664	Abusive	advanced-banglabert
161115	Profane	advanced-banglabert
736990	None	advanced-banglabert
651401	Political Hate	advanced-banglabert
290727	None	advanced-banglabert
47797	None	advanced-banglabert
279029	None	advanced-banglabert
770736	Abusive	advanced-banglabert
531501	None	advanced-banglabert
38244	Political Hate	advanced-banglabert
405336	Profane	advanced-banglabert
852400	Profane	advanced-banglabert
193758	Abusive	advanced-banglabert
84164	Abusive	advanced-banglabert
915451	None	advanced-banglabert
137788	Abusive	advanced-banglabert
328493	None	advanced-banglabert
562531	None	advanced-banglabert
44017	Abusive	advanced-banglabert
617050	Abusive	advanced-banglabert
622934	None	advanced-banglabert
116358	Profane	advanced-banglabert
330406	None	advanced-banglabert
566501	None	advanced-banglabert
110643	Political Hate	advanced-banglabert
289308	None	advanced-banglabert
879975	Sexism	advanced-banglabert
542185	None	advanced-banglabert
306822	None	advanced-banglabert
205128	None	advanced-banglabert
557613	None	advanced-banglabert
33960	None	advanced-banglabert
305956	None	advanced-banglabert
36129	None	advanced-banglabert
423401	Abusive	advanced-banglabert
745486	None	advanced-banglabert
697662	None	advanced-banglabert
736523	Political Hate	advanced-banglabert
864592	None	advanced-banglabert
14248	None	advanced-banglabert
570977	Political Hate	advanced-banglabert
100665	Abusive	advanced-banglabert
782899	None	advanced-banglabert
170864	Political Hate	advanced-banglabert
293484	Profane	advanced-banglabert
720414	None	advanced-banglabert
532068	None	advanced-banglabert
208020	Political Hate	advanced-banglabert
813036	Profane	advanced-banglabert
22784	Abusive	advanced-banglabert
785689	Profane	advanced-banglabert
709275	None	advanced-banglabert
490487	None	advanced-banglabert
498361	None	advanced-banglabert
679257	None	advanced-banglabert
246971	Profane	advanced-banglabert
557585	Political Hate	advanced-banglabert
176539	None	advanced-banglabert
145194	Political Hate	advanced-banglabert
330604	None	advanced-banglabert
188125	None	advanced-banglabert
405923	Political Hate	advanced-banglabert
775117	Political Hate	advanced-banglabert
555246	Profane	advanced-banglabert
70993	Political Hate	advanced-banglabert
931920	None	advanced-banglabert
641878	None	advanced-banglabert
849912	Abusive	advanced-banglabert
417439	None	advanced-banglabert
493019	None	advanced-banglabert
184464	Abusive	advanced-banglabert
927367	None	advanced-banglabert
802999	Abusive	advanced-banglabert
3103	None	advanced-banglabert
43369	Profane	advanced-banglabert
412848	None	advanced-banglabert
614399	None	advanced-banglabert
710201	None	advanced-banglabert
638235	None	advanced-banglabert
308704	Abusive	advanced-banglabert
903432	None	advanced-banglabert
352935	Political Hate	advanced-banglabert
638287	Political Hate	advanced-banglabert
497729	None	advanced-banglabert
518760	None	advanced-banglabert
82591	Abusive	advanced-banglabert
384921	Political Hate	advanced-banglabert
522715	None	advanced-banglabert
917980	None	advanced-banglabert
82355	Abusive	advanced-banglabert
348543	Abusive	advanced-banglabert
111501	None	advanced-banglabert
12088	None	advanced-banglabert
933272	None	advanced-banglabert
373238	None	advanced-banglabert
114234	Political Hate	advanced-banglabert
848789	None	advanced-banglabert
3760	None	advanced-banglabert
669474	Political Hate	advanced-banglabert
20733	Political Hate	advanced-banglabert
444708	Political Hate	advanced-banglabert
49076	None	advanced-banglabert
676880	Political Hate	advanced-banglabert
445208	None	advanced-banglabert
906471	Abusive	advanced-banglabert
860896	None	advanced-banglabert
486844	Profane	advanced-banglabert
506262	None	advanced-banglabert
101865	None	advanced-banglabert
844938	Abusive	advanced-banglabert
881990	Profane	advanced-banglabert
278023	Political Hate	advanced-banglabert
122916	None	advanced-banglabert
352730	None	advanced-banglabert
767956	Abusive	advanced-banglabert
854486	Profane	advanced-banglabert
871497	None	advanced-banglabert
126481	None	advanced-banglabert
890826	Abusive	advanced-banglabert
632138	None	advanced-banglabert
318516	None	advanced-banglabert
688786	None	advanced-banglabert
116129	Profane	advanced-banglabert
899900	None	advanced-banglabert
788699	Abusive	advanced-banglabert
296455	None	advanced-banglabert
451591	None	advanced-banglabert
760942	Profane	advanced-banglabert
724050	Abusive	advanced-banglabert
398661	None	advanced-banglabert
120016	Profane	advanced-banglabert
599547	None	advanced-banglabert
634693	Abusive	advanced-banglabert
724233	None	advanced-banglabert
826410	None	advanced-banglabert
515594	Abusive	advanced-banglabert
168263	None	advanced-banglabert
769892	None	advanced-banglabert
75672	None	advanced-banglabert
33745	None	advanced-banglabert
868454	None	advanced-banglabert
3967	None	advanced-banglabert
157195	None	advanced-banglabert
293994	None	advanced-banglabert
411675	None	advanced-banglabert
64537	None	advanced-banglabert
320170	Political Hate	advanced-banglabert
23504	None	advanced-banglabert
316087	None	advanced-banglabert
590418	None	advanced-banglabert
328170	Political Hate	advanced-banglabert
496236	Profane	advanced-banglabert
360555	Political Hate	advanced-banglabert
122058	Abusive	advanced-banglabert
708217	None	advanced-banglabert
118258	Political Hate	advanced-banglabert
679838	None	advanced-banglabert
901615	None	advanced-banglabert
777950	None	advanced-banglabert
715870	None	advanced-banglabert
177854	Abusive	advanced-banglabert
218236	None	advanced-banglabert
108316	Abusive	advanced-banglabert
578274	None	advanced-banglabert
47811	None	advanced-banglabert
675670	Political Hate	advanced-banglabert
179910	None	advanced-banglabert
312199	None	advanced-banglabert
549078	Political Hate	advanced-banglabert
257567	Abusive	advanced-banglabert
679831	Sexism	advanced-banglabert
477164	None	advanced-banglabert
593762	Political Hate	advanced-banglabert
213054	None	advanced-banglabert
211727	None	advanced-banglabert
666323	None	advanced-banglabert
146545	None	advanced-banglabert
715097	None	advanced-banglabert
711031	Abusive	advanced-banglabert
49710	None	advanced-banglabert
240364	Political Hate	advanced-banglabert
305397	Profane	advanced-banglabert
78333	None	advanced-banglabert
361266	Abusive	advanced-banglabert
150222	Profane	advanced-banglabert
864119	None	advanced-banglabert
312650	None	advanced-banglabert
773588	None	advanced-banglabert
51425	None	advanced-banglabert
273281	Political Hate	advanced-banglabert
183655	Abusive	advanced-banglabert
439	None	advanced-banglabert
882785	None	advanced-banglabert
366438	None	advanced-banglabert
504796	None	advanced-banglabert
359280	Political Hate	advanced-banglabert
5858	None	advanced-banglabert
459553	None	advanced-banglabert
787410	None	advanced-banglabert
715215	None	advanced-banglabert
89049	Abusive	advanced-banglabert
113434	None	advanced-banglabert
832930	Abusive	advanced-banglabert
265017	Political Hate	advanced-banglabert
133763	Abusive	advanced-banglabert
902517	None	advanced-banglabert
503876	Abusive	advanced-banglabert
544939	Political Hate	advanced-banglabert
836904	Political Hate	advanced-banglabert
813854	Abusive	advanced-banglabert
55581	None	advanced-banglabert
578353	Abusive	advanced-banglabert
525677	Abusive	advanced-banglabert
131446	None	advanced-banglabert
46790	Profane	advanced-banglabert
779248	None	advanced-banglabert
719937	None	advanced-banglabert
632555	None	advanced-banglabert
358473	None	advanced-banglabert
901351	None	advanced-banglabert
83572	Political Hate	advanced-banglabert
96264	Political Hate	advanced-banglabert
939207	None	advanced-banglabert
31380	Abusive	advanced-banglabert
729106	None	advanced-banglabert
886675	None	advanced-banglabert
64394	Profane	advanced-banglabert
612210	Political Hate	advanced-banglabert
288375	Abusive	advanced-banglabert
386429	Political Hate	advanced-banglabert
192002	Abusive	advanced-banglabert
926546	None	advanced-banglabert
854708	None	advanced-banglabert
271791	Political Hate	advanced-banglabert
331591	None	advanced-banglabert
447777	None	advanced-banglabert
338669	Abusive	advanced-banglabert
2149	None	advanced-banglabert
297342	None	advanced-banglabert
909454	Abusive	advanced-banglabert
56002	None	advanced-banglabert
34769	Profane	advanced-banglabert
453661	None	advanced-banglabert
774691	None	advanced-banglabert
198151	Political Hate	advanced-banglabert
55224	Abusive	advanced-banglabert
931876	Abusive	advanced-banglabert
792908	None	advanced-banglabert
474834	None	advanced-banglabert
407389	None	advanced-banglabert
431238	None	advanced-banglabert
764516	Political Hate	advanced-banglabert
110919	Abusive	advanced-banglabert
391676	Political Hate	advanced-banglabert
208141	Abusive	advanced-banglabert
794813	None	advanced-banglabert
151831	Profane	advanced-banglabert
873001	None	advanced-banglabert
836702	None	advanced-banglabert
111599	Political Hate	advanced-banglabert
870902	None	advanced-banglabert
531013	None	advanced-banglabert
784411	Profane	advanced-banglabert
585501	None	advanced-banglabert
501901	None	advanced-banglabert
397414	None	advanced-banglabert
150025	Abusive	advanced-banglabert
507744	None	advanced-banglabert
792747	Profane	advanced-banglabert
414262	Political Hate	advanced-banglabert
671823	None	advanced-banglabert
923463	Political Hate	advanced-banglabert
294565	Political Hate	advanced-banglabert
673728	None	advanced-banglabert
535587	None	advanced-banglabert
194396	None	advanced-banglabert
721828	None	advanced-banglabert
731485	None	advanced-banglabert
770794	None	advanced-banglabert
767555	Political Hate	advanced-banglabert
491824	None	advanced-banglabert
202897	Political Hate	advanced-banglabert
261571	Profane	advanced-banglabert
911469	None	advanced-banglabert
238897	None	advanced-banglabert
86026	Profane	advanced-banglabert
225786	None	advanced-banglabert
725284	None	advanced-banglabert
392169	None	advanced-banglabert
84409	None	advanced-banglabert
542426	None	advanced-banglabert
26137	Abusive	advanced-banglabert
75458	None	advanced-banglabert
40568	Political Hate	advanced-banglabert
502253	Sexism	advanced-banglabert
862429	None	advanced-banglabert
470163	None	advanced-banglabert
681111	None	advanced-banglabert
160220	None	advanced-banglabert
403366	None	advanced-banglabert
46718	Abusive	advanced-banglabert
840204	None	advanced-banglabert
363289	None	advanced-banglabert
624892	Abusive	advanced-banglabert
679885	None	advanced-banglabert
657428	Profane	advanced-banglabert
224188	None	advanced-banglabert
137785	None	advanced-banglabert
653626	None	advanced-banglabert
18598	None	advanced-banglabert
551904	None	advanced-banglabert
126638	None	advanced-banglabert
478091	None	advanced-banglabert
47646	Abusive	advanced-banglabert
800978	None	advanced-banglabert
232463	Political Hate	advanced-banglabert
169479	None	advanced-banglabert
639731	Political Hate	advanced-banglabert
35766	None	advanced-banglabert
609583	None	advanced-banglabert
592874	None	advanced-banglabert
340406	Political Hate	advanced-banglabert
651642	Abusive	advanced-banglabert
734734	None	advanced-banglabert
43421	None	advanced-banglabert
432021	None	advanced-banglabert
842480	None	advanced-banglabert
70441	Abusive	advanced-banglabert
609750	None	advanced-banglabert
686038	None	advanced-banglabert
376221	None	advanced-banglabert
857440	Political Hate	advanced-banglabert
494978	None	advanced-banglabert
36416	Profane	advanced-banglabert
854771	None	advanced-banglabert
203677	Political Hate	advanced-banglabert
437375	None	advanced-banglabert
408570	None	advanced-banglabert
340759	Abusive	advanced-banglabert
562988	None	advanced-banglabert
193153	None	advanced-banglabert
57482	None	advanced-banglabert
157121	None	advanced-banglabert
277919	None	advanced-banglabert
539314	None	advanced-banglabert
243618	None	advanced-banglabert
228710	Political Hate	advanced-banglabert
411157	None	advanced-banglabert
612537	None	advanced-banglabert
580935	Political Hate	advanced-banglabert
831407	Political Hate	advanced-banglabert
96989	Abusive	advanced-banglabert
3554	Abusive	advanced-banglabert
792222	None	advanced-banglabert
534852	None	advanced-banglabert
911545	None	advanced-banglabert
823075	Political Hate	advanced-banglabert
768517	None	advanced-banglabert
374135	Religious Hate	advanced-banglabert
476043	None	advanced-banglabert
56291	Political Hate	advanced-banglabert
903493	None	advanced-banglabert
747274	Abusive	advanced-banglabert
694836	None	advanced-banglabert
679925	None	advanced-banglabert
1982	Political Hate	advanced-banglabert
503007	Profane	advanced-banglabert
255187	Political Hate	advanced-banglabert
249588	Political Hate	advanced-banglabert
415311	None	advanced-banglabert
320003	Abusive	advanced-banglabert
618553	None	advanced-banglabert
758977	Abusive	advanced-banglabert
304568	None	advanced-banglabert
280096	Political Hate	advanced-banglabert
696471	None	advanced-banglabert
812370	None	advanced-banglabert
421480	None	advanced-banglabert
883522	None	advanced-banglabert
485136	None	advanced-banglabert
784999	Profane	advanced-banglabert
551254	Political Hate	advanced-banglabert
618109	None	advanced-banglabert
875499	None	advanced-banglabert
120211	None	advanced-banglabert
528063	None	advanced-banglabert
161404	Abusive	advanced-banglabert
764036	Profane	advanced-banglabert
281089	None	advanced-banglabert
600714	None	advanced-banglabert
451399	None	advanced-banglabert
379194	None	advanced-banglabert
753787	Political Hate	advanced-banglabert
416385	Sexism	advanced-banglabert
255334	None	advanced-banglabert
82765	Profane	advanced-banglabert
628468	None	advanced-banglabert
354900	None	advanced-banglabert
736725	None	advanced-banglabert
643008	None	advanced-banglabert
446986	None	advanced-banglabert
220425	None	advanced-banglabert
572456	None	advanced-banglabert
892704	None	advanced-banglabert
566462	None	advanced-banglabert
332521	Profane	advanced-banglabert
724588	Profane	advanced-banglabert
753094	None	advanced-banglabert
541587	None	advanced-banglabert
851461	None	advanced-banglabert
618019	None	advanced-banglabert
842551	Abusive	advanced-banglabert
366187	None	advanced-banglabert
298894	None	advanced-banglabert
275357	Abusive	advanced-banglabert
665733	Abusive	advanced-banglabert
692407	None	advanced-banglabert
362769	None	advanced-banglabert
155067	None	advanced-banglabert
835382	None	advanced-banglabert
914759	None	advanced-banglabert
76121	Political Hate	advanced-banglabert
533852	None	advanced-banglabert
373668	None	advanced-banglabert
202890	Political Hate	advanced-banglabert
422680	None	advanced-banglabert
415844	Profane	advanced-banglabert
358185	None	advanced-banglabert
251422	Profane	advanced-banglabert
256857	None	advanced-banglabert
306455	Profane	advanced-banglabert
187816	Political Hate	advanced-banglabert
153836	Abusive	advanced-banglabert
708977	None	advanced-banglabert
830238	Abusive	advanced-banglabert
250333	Political Hate	advanced-banglabert
451146	Abusive	advanced-banglabert
237607	Political Hate	advanced-banglabert
185611	Abusive	advanced-banglabert
928404	Political Hate	advanced-banglabert
475577	Abusive	advanced-banglabert
521310	None	advanced-banglabert
786880	Abusive	advanced-banglabert
581331	None	advanced-banglabert
547521	Political Hate	advanced-banglabert
791659	Religious Hate	advanced-banglabert
95745	Abusive	advanced-banglabert
480239	None	advanced-banglabert
489668	None	advanced-banglabert
880609	None	advanced-banglabert
77441	Political Hate	advanced-banglabert
647950	Abusive	advanced-banglabert
350219	Abusive	advanced-banglabert
487784	Abusive	advanced-banglabert
925553	None	advanced-banglabert
463309	None	advanced-banglabert
661376	None	advanced-banglabert
153309	None	advanced-banglabert
658737	None	advanced-banglabert
261997	Abusive	advanced-banglabert
577561	Profane	advanced-banglabert
258444	Abusive	advanced-banglabert
62865	Abusive	advanced-banglabert
701687	None	advanced-banglabert
620417	Political Hate	advanced-banglabert
108161	None	advanced-banglabert
591215	Abusive	advanced-banglabert
509928	None	advanced-banglabert
518621	None	advanced-banglabert
8790	None	advanced-banglabert
594124	None	advanced-banglabert
463420	None	advanced-banglabert
20565	None	advanced-banglabert
928840	None	advanced-banglabert
880456	None	advanced-banglabert
796064	None	advanced-banglabert
937684	Abusive	advanced-banglabert
258606	None	advanced-banglabert
40587	Abusive	advanced-banglabert
109238	None	advanced-banglabert
352039	None	advanced-banglabert
775267	None	advanced-banglabert
484826	None	advanced-banglabert
3714	Abusive	advanced-banglabert
757020	None	advanced-banglabert
420865	None	advanced-banglabert
63866	Profane	advanced-banglabert
3878	Political Hate	advanced-banglabert
897956	None	advanced-banglabert
207797	Abusive	advanced-banglabert
74785	None	advanced-banglabert
410875	Abusive	advanced-banglabert
502966	Abusive	advanced-banglabert
783513	None	advanced-banglabert
714839	None	advanced-banglabert
296591	None	advanced-banglabert
89081	Abusive	advanced-banglabert
445635	None	advanced-banglabert
757598	None	advanced-banglabert
39822	Profane	advanced-banglabert
470123	Abusive	advanced-banglabert
307053	Profane	advanced-banglabert
141210	Political Hate	advanced-banglabert
174029	None	advanced-banglabert
773409	None	advanced-banglabert
838299	None	advanced-banglabert
533335	None	advanced-banglabert
594234	None	advanced-banglabert
754615	Profane	advanced-banglabert
480953	Abusive	advanced-banglabert
902367	Profane	advanced-banglabert
361571	Abusive	advanced-banglabert
535028	Abusive	advanced-banglabert
34848	None	advanced-banglabert
851498	None	advanced-banglabert
431136	None	advanced-banglabert
631939	None	advanced-banglabert
822095	None	advanced-banglabert
773243	Political Hate	advanced-banglabert
490928	Profane	advanced-banglabert
46416	None	advanced-banglabert
587175	Abusive	advanced-banglabert
931724	None	advanced-banglabert
913468	None	advanced-banglabert
502951	None	advanced-banglabert
355754	None	advanced-banglabert
622669	None	advanced-banglabert
869466	None	advanced-banglabert
198780	Abusive	advanced-banglabert
535412	None	advanced-banglabert
584067	None	advanced-banglabert
874981	None	advanced-banglabert
424890	None	advanced-banglabert
558792	None	advanced-banglabert
322880	Abusive	advanced-banglabert
190760	None	advanced-banglabert
741373	None	advanced-banglabert
689268	Religious Hate	advanced-banglabert
877156	None	advanced-banglabert
782624	None	advanced-banglabert
608398	Abusive	advanced-banglabert
358623	None	advanced-banglabert
514727	None	advanced-banglabert
486743	None	advanced-banglabert
566746	Profane	advanced-banglabert
408236	None	advanced-banglabert
459949	None	advanced-banglabert
439045	None	advanced-banglabert
495967	Abusive	advanced-banglabert
261976	Profane	advanced-banglabert
615700	Abusive	advanced-banglabert
891921	None	advanced-banglabert
689350	None	advanced-banglabert
477655	None	advanced-banglabert
431693	None	advanced-banglabert
615812	None	advanced-banglabert
499465	Abusive	advanced-banglabert
165268	None	advanced-banglabert
292603	Profane	advanced-banglabert
730909	Political Hate	advanced-banglabert
815654	Political Hate	advanced-banglabert
877663	Abusive	advanced-banglabert
793522	None	advanced-banglabert
350538	None	advanced-banglabert
